Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,System power,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Trunk (boot) space - minimum,Dimensions,Length,Width,Height,Front track,Rear (Back) track,Minimum turning circle (turning diameter),"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Emission standard,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Fuel System,Engine aspiration,Fuel tank capacity,Wheelbase,Drivetrain Architecture,Number of Gears (manual transmission),Power steering,Engine Model/Code,Valvetrain,Trunk (boot) space - maximum,Steering type,Max. weight,Max load,Acceleration 0 - 200 km/h,Ride height (ground clearance),Average Energy consumption,Approach angle,Departure angle
Zastava,Yugo,Yugo Florida,1.6 i (95 Hp),2003 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),175 km/h  108.74 mph,"10.5 kg/Hp, 95 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1000 kg  2204.62 lbs.,410 l  14.48 cu. ft.,Dimensions,4030 mm  158.66 in.,1658 mm  65.28 in.,1428 mm  56.22 in.,1400 mm  55.12 in.,1395 mm  54.92 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,ABS (Anti-lock braking system),165/70 R13,,2008 year,,,,11.5 sec,11.5 sec,10.9 sec,,"7.4 kg/Nm, 136 Nm/tonne",Engine specs,95 Hp @ 5700 rpm.,59.9 Hp/l,136 Nm @ 3500 rpm.  100.31 lb.-ft. @ 3500 rpm.,"Front, Transverse",1587 cm3 96.84 cu. in.,4,Inline,78.5 mm  3.09 in.,82 mm  3.23 in.,10.5,2,Multi-point indirect injection,Naturally aspirated engine,45 l  11.89 US gal | 9.9 UK gal,2500 mm  98.43 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,1280 l  45.2 cu. ft.,Steering rack and pinion,1400 kg  3086.47 lbs.,400 kg  881.85 lbs.,,,,,
Zastava,Yugo,Yugo Florida,1.4 i (71 Hp),1997 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),160 km/h  99.42 mph,"13.5 kg/Hp, 74 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",960 kg  2116.44 lbs.,410 l  14.48 cu. ft.,Dimensions,3930 mm  154.72 in.,1660 mm  65.35 in.,1410 mm  55.51 in.,1400 mm  55.12 in.,1395 mm  54.92 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,ABS (Anti-lock braking system),165/70 R13,,2008 year,,,,14.5 sec,14.5 sec,13.8 sec,,"9.1 kg/Nm, 110.4 Nm/tonne",Engine specs,71 Hp @ 6000 rpm.,51.7 Hp/l,106 Nm @ 3000 rpm.  78.18 lb.-ft. @ 3000 rpm.,"Front, Transverse",1372 cm3 83.72 cu. in.,4,Inline,80.5 mm  3.17 in.,67.4 mm  2.65 in.,9.2,2,Multi-point indirect injection,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2500 mm  98.43 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,1180 l  41.67 cu. ft.,Steering rack and pinion,1420 kg  3130.56 lbs.,460 kg  1014.13 lbs.,,,,,
Zastava,Yugo,Yugo Florida,1.3 i (68 Hp),2003 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),157 km/h  97.56 mph,"14 kg/Hp, 71.6 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",950 kg  2094.39 lbs.,410 l  14.48 cu. ft.,Dimensions,4030 mm  158.66 in.,1658 mm  65.28 in.,1428 mm  56.22 in.,1400 mm  55.12 in.,1395 mm  54.92 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,ABS (Anti-lock braking system),165/70 R13,,2008 year,,,,15 sec,15 sec,14.3 sec,,"9.5 kg/Nm, 105.3 Nm/tonne",Engine specs,68 Hp @ 5500 rpm.,52.3 Hp/l,100 Nm @ 3800 rpm.  73.76 lb.-ft. @ 3800 rpm.,"Front, Transverse",1299 cm3 79.27 cu. in.,4,Inline,86.4 mm  3.4 in.,55.38 mm  2.18 in.,9.1,2,Multi-point indirect injection,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2500 mm  98.43 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,1280 l  45.2 cu. ft.,Steering rack and pinion,1420 kg  3130.56 lbs.,470 kg  1036.17 lbs.,,,,,
Zastava,Yugo,Yugo Florida,1.3 (103 A) (68 Hp),1991 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),157 km/h  97.56 mph,"13.4 kg/Hp, 74.7 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",910 kg  2006.21 lbs.,410 l  14.48 cu. ft.,Dimensions,3930 mm  154.72 in.,1660 mm  65.35 in.,1410 mm  55.51 in.,1400 mm  55.12 in.,1395 mm  54.92 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,ABS (Anti-lock braking system),165/70 R13,,2000 year,,,,15 sec,15 sec,14.3 sec,,"9.1 kg/Nm, 109.9 Nm/tonne",Engine specs,68 Hp @ 5500 rpm.,52.7 Hp/l,100 Nm @ 3700 rpm.  73.76 lb.-ft. @ 3700 rpm.,"Front, Transverse",1290 cm3 78.72 cu. in.,4,Inline,86 mm  3.39 in.,55.5 mm  2.19 in.,9.2,2,Mono-point injection,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2500 mm  98.43 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,1180 l  41.67 cu. ft.,Steering rack and pinion,1420 kg  3130.56 lbs.,510 kg  1124.36 lbs.,,,,,
Zastava,Yugo,Yugo Florida,1.1 (60 Hp),1990 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),150 km/h  93.21 mph,"15.2 kg/Hp, 65.9 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",910 kg  2006.21 lbs.,410 l  14.48 cu. ft.,Dimensions,3930 mm  154.72 in.,1660 mm  65.35 in.,1410 mm  55.51 in.,1400 mm  55.12 in.,1395 mm  54.92 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,ABS (Anti-lock braking system),165/70 R13,,2008 year,,,,16.5 sec,16.5 sec,15.7 sec,,"11.4 kg/Nm, 87.9 Nm/tonne",Engine specs,60 Hp @ 6400 rpm.,53.8 Hp/l,80 Nm @ 3800 rpm.  59 lb.-ft. @ 3800 rpm.,"Front, Transverse",1116 cm3 68.1 cu. in.,4,Inline,80 mm  3.15 in.,55.5 mm  2.19 in.,9.2,2,Carburettor,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2500 mm  98.43 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,1180 l  41.67 cu. ft.,Steering rack and pinion,,,,,,,
Zastava,Yugo,Yugo Koral,1.3 i (67 Hp),2003 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),150 km/h  93.21 mph,"12.4 kg/Hp, 80.7 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",830 kg  1829.84 lbs.,170 l  6 cu. ft.,Dimensions,3552 mm  139.84 in.,1548 mm  60.94 in.,1345 mm  52.95 in.,1308 mm  51.5 in.,1312 mm  51.65 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,155/70 R13,,2008 year,,,,13.8 sec,13.8 sec,13.1 sec,,"8.7 kg/Nm, 114.5 Nm/tonne",Engine specs,67 Hp @ 5500 rpm.,51.5 Hp/l,95 Nm @ 3800 rpm.  70.07 lb.-ft. @ 3800 rpm.,"Front, Transverse",1301 cm3 79.39 cu. in.,4,Inline,86.4 mm  3.4 in.,55.5 mm  2.19 in.,9.1,2,Multi-point indirect injection,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,870 l  30.72 cu. ft.,Steering rack and pinion,1230 kg  2711.69 lbs.,400 kg  881.85 lbs.,,,,,
Zastava,Yugo,Yugo Koral,1.3 (65 Hp),1990 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),155 km/h  96.31 mph,"12.9 kg/Hp, 77.4 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",840 kg  1851.88 lbs.,170 l  6 cu. ft.,Dimensions,3490 mm  137.4 in.,1540 mm  60.63 in.,1340 mm  52.76 in.,1310 mm  51.57 in.,1310 mm  51.57 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,155/70 R13,,2008 year,,,,14.5 sec,14.5 sec,13.8 sec,,"8.6 kg/Nm, 116.7 Nm/tonne",Engine specs,65 Hp @ 6000 rpm.,49.9 Hp/l,98 Nm @ 3000 rpm.  72.28 lb.-ft. @ 3000 rpm.,"Front, Transverse",1302 cm3 79.45 cu. in.,4,Inline,86.4 mm  3.4 in.,55.5 mm  2.19 in.,9.2,2,Carburettor,Naturally aspirated engine,32 l  8.45 US gal | 7.04 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,450 l  15.89 cu. ft.,Steering rack and pinion,1210 kg  2667.59 lbs.,370 kg  815.71 lbs.,,,,,
Zastava,Yugo,Yugo Koral,1.1i (62 Hp),2003 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),150 km/h  93.21 mph,"13.4 kg/Hp, 74.7 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",830 kg  1829.84 lbs.,170 l  6 cu. ft.,Dimensions,3552 mm  139.84 in.,1548 mm  60.94 in.,1345 mm  52.95 in.,1308 mm  51.5 in.,1312 mm  51.65 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,155/70 R13,,2008 year,,,,15 sec,15 sec,14.3 sec,,"9.8 kg/Nm, 102.4 Nm/tonne",Engine specs,62 Hp @ 5600 rpm.,55.6 Hp/l,85 Nm @ 3800 rpm.  62.69 lb.-ft. @ 3800 rpm.,"Front, Transverse",1116 cm3 68.1 cu. in.,4,Inline,80 mm  3.15 in.,55.5 mm  2.19 in.,9.2,2,Multi-point indirect injection,Naturally aspirated engine,48 l  12.68 US gal | 10.56 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,870 l  30.72 cu. ft.,Steering rack and pinion,1230 kg  2711.69 lbs.,400 kg  881.85 lbs.,,,,,
Zastava,Yugo,Yugo Koral,1.1 (60 Hp),1990 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),150 km/h  93.21 mph,"13.3 kg/Hp, 75 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",800 kg  1763.7 lbs.,170 l  6 cu. ft.,Dimensions,3552 mm  139.84 in.,1548 mm  60.94 in.,1345 mm  52.95 in.,1308 mm  51.5 in.,1312 mm  51.65 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,145/80 R13,,2008 year,,,,15.5 sec,15.5 sec,14.7 sec,,"10 kg/Nm, 100 Nm/tonne",Engine specs,60 Hp @ 6400 rpm.,53.8 Hp/l,80 Nm @ 3800 rpm.  59 lb.-ft. @ 3800 rpm.,"Front, Transverse",1116 cm3 68.1 cu. in.,4,Inline,80 mm  3.15 in.,55.5 mm  2.19 in.,9.2,2,Carburettor,Naturally aspirated engine,32 l  8.45 US gal | 7.04 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,870 l  30.72 cu. ft.,Steering rack and pinion,1200 kg  2645.55 lbs.,400 kg  881.85 lbs.,,,,,
Zastava,Yugo,Yugo Koral,1.1 (54 Hp),1990 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),155 km/h  96.31 mph,"14.6 kg/Hp, 68.4 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",790 kg  1741.65 lbs.,170 l  6 cu. ft.,Dimensions,3490 mm  137.4 in.,1540 mm  60.63 in.,1340 mm  52.76 in.,1310 mm  51.57 in.,1310 mm  51.57 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,145 R13,13,2008 year,,,,16.7 sec,16.7 sec,15.9 sec,,"10.1 kg/Nm, 98.7 Nm/tonne",Engine specs,54 Hp @ 6000 rpm.,48.4 Hp/l,78 Nm @ 3000 rpm.  57.53 lb.-ft. @ 3000 rpm.,"Front, Transverse",1116 cm3 68.1 cu. in.,4,Inline,80 mm  3.15 in.,55.5 mm  2.19 in.,9.2,2,Carburettor,Naturally aspirated engine,32 l  8.45 US gal | 7.04 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,450 l  15.89 cu. ft.,Steering rack and pinion,1190 kg  2623.5 lbs.,400 kg  881.85 lbs.,,,,,
Zastava,Yugo,Yugo Koral,0.9 (45 Hp),1990 year,Internal Combustion engine,Hatchback,5,3,Performance specs,Petrol (Gasoline),135 km/h  83.89 mph,"16.7 kg/Hp, 60 Hp/tonne",,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",750 kg  1653.47 lbs.,170 l  6 cu. ft.,Dimensions,3490 mm  137.4 in.,1540 mm  60.63 in.,1340 mm  52.76 in.,1310 mm  51.57 in.,1310 mm  51.57 in.,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Coil spring,Helical spring,Disc,Drum,,135/85 R13,,2008 year,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,,,20.1 sec,20.1 sec,19.1 sec,,"11.9 kg/Nm, 84 Nm/tonne",Engine specs,45 Hp @ 6000 rpm.,49.8 Hp/l,63 Nm @ 3300 rpm.  46.47 lb.-ft. @ 3300 rpm.,"Front, Transverse",903 cm3 55.1 cu. in.,4,Inline,65 mm  2.56 in.,68 mm  2.68 in.,9,2,Carburettor,Naturally aspirated engine,32 l  8.45 US gal | 7.04 UK gal,2150 mm  84.65 in.,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,4,,,,450 l  15.89 cu. ft.,Steering rack and pinion,,,,,,,
Zastava,Yugo,Yugo,1.3 65 EFI (145 A) (65 Hp),1991 year,Internal Combustion engine,Hatchback,,,Performance specs,Petrol (Gasoline),,,,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,,,1996 year,,,,,,,,,Engine specs,65 Hp,,,,,,,,,,,,Naturally aspirated engine,,,,,,,,,,,,,,,,
Zastava,Yugo,Yugo,1.1 60 EFI (145 A) (60 Hp),1991 year,Internal Combustion engine,Hatchback,,,Performance specs,Petrol (Gasoline),,,,,,,,,,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,,,1996 year,,,,,,,,,Engine specs,60 Hp,,,,,,,,,,,,Naturally aspirated engine,,,,,,,,,,,,,,,,
